timestamp,open,high,low,close,volume
2024-05-16 19:55:00,168.9000,168.9400,168.8100,168.9400,56
2024-05-16 19:45:00,168.9390,168.9390,168.8100,168.8100,33
2024-05-16 19:40:00,168.9400,168.9400,168.9000,168.9400,81
2024-05-16 19:35:00,168.8100,168.8100,168.8100,168.8100,72
2024-05-16 19:30:00,168.8000,168.8700,168.8000,168.8100,60
2024-05-16 19:20:00,168.9400,168.9400,168.7900,168.8000,18
2024-05-16 19:15:00,168.8000,168.8000,168.8000,168.8000,1
2024-05-16 19:00:00,168.9700,168.9700,168.9700,168.9700,624780
2024-05-16 18:55:00,168.8000,168.8000,168.8000,168.8000,2
2024-05-16 18:50:00,168.9900,168.9900,168.2800,168.9900,131
2024-05-16 18:45:00,168.9900,168.9900,168.9900,168.9900,5
2024-05-16 18:35:00,168.2200,168.9900,168.2200,168.9900,51
2024-05-16 18:30:00,168.9700,168.9700,168.2200,168.2200,626162
2024-05-16 18:25:00,168.4500,168.4500,168.4100,168.4100,200
2024-05-16 18:20:00,168.8400,168.8500,168.8400,168.8500,90
2024-05-16 18:15:00,168.5200,168.8600,168.5000,168.5000,1266
2024-05-16 18:10:00,168.8600,168.9450,168.7000,168.7000,1037
2024-05-16 18:00:00,168.8700,168.8700,168.8700,168.8700,1
2024-05-16 17:55:00,168.9700,168.9700,168.9700,168.9700,3
2024-05-16 17:50:00,168.7000,168.7000,168.7000,168.7000,30
2024-05-16 17:40:00,168.6900,169.2000,168.6900,169.2000,101
2024-05-16 17:35:00,169.2500,169.2500,168.6000,168.6000,10
2024-05-16 17:30:00,168.7000,168.7000,168.6000,168.6000,2
2024-05-16 17:25:00,168.4800,168.6700,168.4800,168.6700,3
2024-05-16 17:20:00,168.5000,168.5000,168.5000,168.5000,21
2024-05-16 17:15:00,168.6900,168.6900,168.4680,168.4670,87
2024-05-16 17:10:00,168.6000,168.6000,168.6000,168.6000,10
2024-05-16 17:05:00,168.6800,168.6800,168.6800,168.6800,1
2024-05-16 17:00:00,168.5100,168.5100,168.5100,168.5100,10
2024-05-16 16:55:00,168.6000,168.6000,168.6000,168.6000,30
2024-05-16 16:50:00,168.4000,168.5200,168.4000,168.5200,118
2024-05-16 16:45:00,168.9000,168.9700,168.9000,168.9000,59
2024-05-16 16:40:00,168.4500,168.4800,168.4500,168.4800,9
2024-05-16 16:35:00,168.4700,168.9300,168.4700,168.9300,3
2024-05-16 16:30:00,168.5500,168.5600,168.4150,168.5000,112
2024-05-16 16:25:00,168.6500,168.6600,168.5000,168.5500,123
2024-05-16 16:20:00,168.9100,169.0000,168.5000,168.6500,299
2024-05-16 16:10:00,168.9700,169.0000,168.4000,168.4000,624796
2024-05-16 16:05:00,168.9700,168.9700,168.6000,168.6000,3644
2024-05-16 16:00:00,168.9850,169.0100,168.9000,168.9700,1404126
2024-05-16 15:55:00,169.3800,169.3800,168.8800,168.9850,248452
2024-05-16 15:50:00,169.1900,169.3800,169.1000,169.3500,91136
2024-05-16 15:45:00,168.9550,169.1960,168.9310,169.1700,55253
2024-05-16 15:40:00,169.0100,169.0150,168.9200,168.9600,29698
2024-05-16 15:35:00,169.1100,169.1600,168.9390,169.0000,34424
2024-05-16 15:30:00,169.1710,169.1900,169.0300,169.1200,32038
2024-05-16 15:25:00,169.2480,169.2550,169.1800,169.1800,19951
2024-05-16 15:20:00,169.3300,169.3490,169.2000,169.2300,21778
2024-05-16 15:15:00,169.3100,169.3700,169.2310,169.3300,21066
2024-05-16 15:10:00,169.2300,169.3200,169.1700,169.3170,20418
2024-05-16 15:05:00,169.2500,169.2850,169.2100,169.2400,20541
2024-05-16 15:00:00,169.1410,169.2400,169.1000,169.2350,17494
2024-05-16 14:55:00,169.1000,169.1700,169.0600,169.1300,22589
2024-05-16 14:50:00,168.9400,169.1300,168.9400,169.0900,22652
2024-05-16 14:45:00,169.1000,169.1400,168.9300,168.9400,24200
2024-05-16 14:40:00,168.9500,169.1100,168.9300,169.0900,22329
2024-05-16 14:35:00,168.9000,168.9500,168.8700,168.9450,16388
2024-05-16 14:30:00,168.9400,168.9640,168.9000,168.9200,13759
2024-05-16 14:25:00,168.9400,169.0000,168.9100,168.9170,18081
2024-05-16 14:20:00,168.8900,169.0200,168.8900,168.9310,19060
2024-05-16 14:15:00,168.7800,168.9020,168.7200,168.9020,27357
2024-05-16 14:10:00,169.0800,169.1000,168.7900,168.7950,17767
2024-05-16 14:05:00,169.0600,169.1100,168.9900,169.1000,22659
2024-05-16 14:00:00,169.1900,169.1900,169.0330,169.0750,15435
2024-05-16 13:55:00,169.1600,169.2200,169.0900,169.1800,21678
2024-05-16 13:50:00,168.8500,169.1930,168.8500,169.1550,452013
2024-05-16 13:45:00,168.8700,168.8960,168.7900,168.8700,23630
2024-05-16 13:40:00,168.8990,168.9150,168.8000,168.8950,23648
2024-05-16 13:35:00,168.9800,169.0150,168.8800,168.9100,12511
